RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
125,125,2025-12-10 04:23:33.2080452,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,DESKTOP-0S2K0MN\abish,,"ProcessID: 7332, ProcessGUID: 1111e010-f5c4-6938-9601-000000000400",RuleName: -,Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,TargetFilename: C:\Users\abish\AppData\Local\Temp\__PSScriptPolicyTest_b30swbut.hoy.ps1,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:33.205""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f5c4-6938-9601-000000000400""},{""@Name"":""ProcessId"",""#text"":""7332""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\abish\\AppData\\Local\\Temp\\__PSScriptPolicyTest_b30swbut.hoy.ps1""},{""@Name"":""CreationUtcTime"",""#text"":""2025-12-10 04:23:33.205""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
126,126,2025-12-10 04:23:34.3105291,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,DESKTOP-0S2K0MN\abish,,"ProcessID: 7332, ProcessGUID: 1111e010-f5c4-6938-9601-000000000400",RuleName: -,Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,TargetFilename: C:\Users\abish\AppData\Local\Temp\__PSScriptPolicyTest_jv3q5mna.wpt.ps1,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:34.310""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f5c4-6938-9601-000000000400""},{""@Name"":""ProcessId"",""#text"":""7332""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\abish\\AppData\\Local\\Temp\\__PSScriptPolicyTest_jv3q5mna.wpt.ps1""},{""@Name"":""CreationUtcTime"",""#text"":""2025-12-10 04:23:34.310""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
127,127,2025-12-10 04:23:35.0558911,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\NETWORK SERVICE,,"ProcessID: 4904, ProcessGUID: 1111e010-f59d-6938-8f01-000000000400",RuleName: EXE,Image: C:\Windows\System32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\unifiedinstaller.exe,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:35.054""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f59d-6938-8f01-000000000400""},{""@Name"":""ProcessId"",""#text"":""4904""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\unifiedinstaller.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2025-12-10 04:23:35.054""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\NETWORK SERVICE""}]}}"
128,128,2025-12-10 04:23:38.4457644,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\UpdateAgent.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.443""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\UpdateAgent.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 00:55:24.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
129,129,2025-12-10 04:23:38.4497544,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 8136, ProcessGUID: 1111e010-f5ca-6938-9701-000000000400",RuleName: -,"MD5=BCF01E61144D6D6325650134823198B8,SHA256=B4E7BC24BF3F5C3DA2EB6E9EC5EC10F90099DEFA91B820F2F3FC70DD9E4785C4,IMPHASH=88CB9A420410BDA787E305B65518A934",ParentProcess: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"ParentProcessID: 8060, ParentProcessGUID: 1111e010-f59a-6938-8c01-000000000400","ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -EncodedCommand UwBFAFQALQBQAFAACAAgAA==",False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.437""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f5ca-6938-9701-000000000400""},{""@Name"":""ProcessId"",""#text"":""8136""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.2913 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Windows PowerShell""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""PowerShell.EXE""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" -EncodedCommand UwBFAFQALQBQAFAACAAgAA==""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=BCF01E61144D6D6325650134823198B8,SHA256=B4E7BC24BF3F5C3DA2EB6E9EC5EC10F90099DEFA91B820F2F3FC70DD9E4785C4,IMPHASH=88CB9A420410BDA787E305B65518A934""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f59a-6938-8c01-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""8060""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
130,130,2025-12-10 04:23:38.4626438,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\dpx.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.462""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\dpx.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 00:55:24.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
131,131,2025-12-10 04:23:38.4681303,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\Mitigation.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.467""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\Mitigation.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 05:03:48.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
132,132,2025-12-10 04:23:38.4712440,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\UAOneSettings.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.470""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\UAOneSettings.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 01:10:16.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
133,133,2025-12-10 04:23:38.4731213,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\wcp.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.472""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\wcp.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 00:55:24.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
134,134,2025-12-10 04:23:38.5083335,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\TurboStack.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.500""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\TurboStack.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 00:55:24.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
135,135,2025-12-10 04:23:38.5083837,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\ReserveManager.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.506""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\ReserveManager.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 00:55:22.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
136,136,2025-12-10 04:23:38.5113898,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\WinREAgent.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.511""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\WinREAgent.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 05:00:56.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
137,137,2025-12-10 04:23:38.5155062,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\9d01866b9626c1aaf1de9db17038e23e\Metadata\fvereseal.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.515""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\9d01866b9626c1aaf1de9db17038e23e\\Metadata\\fvereseal.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2025-10-10 01:10:52.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
138,138,2025-12-10 04:23:38.7672745,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,DESKTOP-0S2K0MN\abish,,"ProcessID: 8136, ProcessGUID: 1111e010-f5ca-6938-9701-000000000400",RuleName: -,Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,TargetFilename: C:\Users\abish\AppData\Local\Temp\__PSScriptPolicyTest_bbuq2seh.un5.ps1,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:38.764""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f5ca-6938-9701-000000000400""},{""@Name"":""ProcessId"",""#text"":""8136""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\abish\\AppData\\Local\\Temp\\__PSScriptPolicyTest_bbuq2seh.un5.ps1""},{""@Name"":""CreationUtcTime"",""#text"":""2025-12-10 04:23:38.763""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
139,139,2025-12-10 04:23:39.4262676,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\UpdateAgent.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:39.420""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\UpdateAgent.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2023-09-13 18:17:30.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
140,140,2025-12-10 04:23:39.4562945,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\ExeUpdateAgent.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:39.437""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\ExeUpdateAgent.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2023-09-13 18:32:12.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
141,141,2025-12-10 04:23:39.4563375,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Dpx.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:39.445""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Dpx.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2023-09-13 18:17:40.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
142,142,2025-12-10 04:23:39.4563572,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Mitigation.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:39.451""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Mitigation.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2023-09-13 22:16:28.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
143,143,2025-12-10 04:23:39.4563760,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,2,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 508, ProcessGUID: 1111e010-edfe-6938-1300-000000000400",RuleName: DLL,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\UAOneSettings.dll,,,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:23:39.454""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ProcessId"",""#text"":""508""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\UAOneSettings.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2023-09-13 18:31:58.000""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
